mutuario_id,mutuario_idade,mutuario_renda,mutuario_moradia_status,mutuario_tempo_trabalhado,emprestimo_id,emprestimo_intencao,emprestimo_nota,emprestimo_total,emprestimo_taxa,emprestimo_status,emprestimo_margem_renda,hist_id,hist_inadiplencia,hist_anos_conta
Wv23TsM5-AzWi,40,13273,Alugada,3.00,ncAdWNSA-A6lA,Debtconsolidation,B,3850,0.10,1,0.29,iKmrygwg-T16d,0,12
5fvy1Laq-Q89s,22,36000,Hipotecada,4.00,cR2yqgjr-y7Ha,Medical,B,12000,0.12,0,0.33,IKOAmYu2-51xC,0,2
ich4T99P-jTUJ,24,36000,Alugada,3.00,nkAcTEdu-keYA,Education,A,10000,0.06,0,0.28,ikRvtYhP-zPa7,0,3
b5flh9oS-i6F0,23,NULL,Alugada,0.00,8RNqMlKG-NypY,Education,,11450,0.10,1,0.38,ikt7KUev-0gte,0,6
0Q3m8xtN-JvWU,48,59000,Alugada,2.00,ybeza8rm-cCyz,Education,A,6000,0.06,0,0.10,iKwkSy1O-oWPC,0,12
4m6YpKsN-he8f,23,70000,Hipotecada,NULL,ChzedPIO-lBqM,Education,A,10500,0.08,0,0.15,iKyQyHCK-3I90,0,2
xbj5CWIZ-d6Ey,25,53000,Alugada,6.00,kDRYLMgN-Wow6,Medical,C,3000,0.14,0,0.06,Ikzz9iuP-Q2Et,1,2
uTcojqAx-Wjsk,26,40800,Hipotecada,3.00,iBZQy90d-MluT,Personal,A,7500,0.08,0,0.18,iL0jhpPN-BU9k,0,2
0h9XLFLa-eOOf,27,80000,Hipotecada,11.00,f0R2n0yN-6ayY,Personal,A,8500,0.06,0,0.11,iL4nPq7n-55n1,0,6
J5Dth9tp-UXbw,28,33288,Alugada,2.00,ZABLdwRq-tnAS,Education,C,10800,0.12,1,0.32,ilHzyGpX-5vaZ,0,6
BL50x9B6-SyAq,23,56000,Hipotecada,4.00,QpqM2bIT-4FvX,Education,A,3000,0.07,0,0.05,ilIskbp3-iyhK,0,3
lauNZJlQ-u39w,23,44400,Alugada,2.00,yq8ssxtb-RyWb,Debtconsolidation,A,7100,0.07,1,0.16,ILjwWhKD-ROA4,0,3
LYgJ8btz-zq13,25,70000,Hipotecada,6.00,keTWB4tL-QmKk,Venture,A,14000,0.05,0,0.20,ILlYjmlM-wLen,0,2
GDefqSPp-eGf8,33,55200,Alugada,3.00,ddG0G7DO-rheG,Venture,C,8100,NULL,0,0.15,ilMZY7Jm-h5yd,1,10
s6Ak11Ne-XaHC,29,30000,Hipotecada,3.00,doSW96xE-AdL3,Homeimprovement,A,6000,0.06,0,0.20,ILpeyW5D-JP5W,0,6
u5Wd4ajf-NvLE,26,46999,Alugada,2.00,NQ6TsGmT-20m4,Venture,B,10000,0.11,0,0.21,Ils4kQfl-2Lhs,0,3
Jfpy5AmN-LoZW,25,42000,Alugada,1.00,YzM9wOKh-KDue,Venture,B,10000,0.11,0,0.24,ILsiNzd3-Tif2,0,2
4KWzJLA7-SiDH,23,45600,Alugada,4.00,LFxaJPFB-9Qk0,Personal,C,5000,0.14,0,0.11,iLsOAeR2-iSs2,1,4
FOfr3ccB-o3N2,33,97000,Hipotecada,15.00,opKLlTNk-j9Rf,Personal,A,20000,0.06,0,0.21,ILuGvTPJ-ZsjQ,0,8
8ologoYm-pcy4,23,48000,Alugada,7.00,ZQwjd6Rd-1cD8,Venture,B,5000,0.09,0,0.10,ILUt5EoB-Nlb2,0,3
3KHaqTnt-yRXA,24,70000,Alugada,4.00,wUpOjRaw-sGRq,Education,C,14400,0.13,0,0.21,ILxGEAg3-xPCZ,1,4
rY0PFy7Y-F8Kb,22,87800,Alugada,3.00,AGjAkUBf-RKw6,Medical,B,15000,0.11,0,0.17,iLzrtKkp-pYg8,0,4
DR9QWlKw-IQ51,23,107806,Alugada,3.00,2FA3PHKT-6fll,Venture,B,11425,0.10,0,0.11,ILzT0nfm-q2Yg,0,3
gWMDQvC3-hpEQ,27,156000,Hipotecada,11.00,uxORBDOw-NRGY,Debtconsolidation,A,5000,0.07,0,0.03,Im5HiUzE-lKmF,0,5
hNzU2dWZ-Ipp3,25,99275,Alugada,1.00,1UtQ6Gfy-Ayia,Personal,C,10000,0.15,0,0.10,Im8soy6j-Z5HD,1,3
e6mSAIN1-Pv4G,NULL,68000,NULL,4.00,vKNyZ04I-uXne,Education,B,24000,0.12,0,0.18,iMACAsXm-1flw,0,10
sBF8oooG-IsUL,29,60000,Propria,0.00,NWJHLU4i-dCL7,Homeimprovement,D,16000,0.16,0,0.27,IMFFkl9O-ZEv1,1,8
j9LmGw8r-45n4,30,126132,Hipotecada,1.00,TMidmmmJ-FWxZ,Venture,D,14400,0.15,0,0.11,ImFkXdmy-lHan,1,7
aDyrMEtt-Ghpf,28,60000,Propria,5.00,T5wqZ2Lk-7vtO,Venture,C,10000,NULL,0,0.17,iMICLgFF-B101,0,7
ySGnK6Kf-wGSh,25,39000,Alugada,3.00,crTzPL6G-ER3c,Homeimprovement,A,2000,0.08,1,0.05,iMIm07tx-6s0C,0,4
2O1M3tMG-8WNZ,30,36000,Alugada,2.00,xpKXBa9C-wpbv,Venture,B,5000,0.11,0,0.14,iMlM8hrb-jOe7,0,5
ymGzZ3R9-SItS,28,105000,Hipotecada,12.00,O7pqXjIB-7Q6i,Education,A,7000,NULL,0,0.07,imm9BD50-Du3w,0,10
osWMLUpE-2af0,30,95000,Hipotecada,6.00,zZWgKFbf-ay1F,Homeimprovement,B,21000,0.12,0,0.22,iMMKztnk-vMbp,0,5
pqKhJblB-fnAr,26,38832,Alugada,0.00,Yl2Y18PN-yAiC,Debtconsolidation,B,10000,0.10,0,0.26,imPE4OQ1-bftl,0,2
ixm4oSvj-NXcZ,32,45000,Hipotecada,2.00,98E9pWh2-MZf2,Medical,C,8000,0.15,0,0.18,ImPr07Sr-NM5y,0,8
Xr2DCjCw-3hDY,22,38500,Alugada,0.00,ILm09WZA-ZBYN,Personal,A,5500,0.08,0,0.14,imRY4ZvM-Ygkb,0,2
2uJkXDsk-rsUS,29,50004,Hipotecada,1.00,LT82A3Ne-zYgW,Homeimprovement,C,1500,0.13,0,0.03,iMuMtilJ-s3Dc,1,6
dFimbEm6-MqeJ,31,102000,Hipotecada,5.00,t14nQyu7-LdEp,Education,A,4000,0.08,0,0.04,iMZJL9pS-vRPU,0,10
swdKgT11-BtmE,30,51600,Alugada,5.00,AAuoLEGe-onto,Debtconsolidation,C,16000,0.13,1,0.31,ImzWSYEy-NtUo,0,8
JQfZEU0p-QRsq,24,67000,Hipotecada,2.00,92GmBJGn-Q7Gy,Homeimprovement,B,12150,0.10,0,0.18,in1qhCli-fKoi,0,3
Swhrxh6p-22X6,26,70000,Alugada,0.00,xFnRJ47o-51Jd,Debtconsolidation,A,11600,0.07,0,0.17,IN5a1x4H-jJ1k,0,3
YwtmKJbY-C2wh,27,60000,Alugada,1.00,3GmOEpmP-vwMH,Personal,C,10000,0.13,0,0.17,In9nwKuQ-NQmm,0,7
ReScnfeI-NcRj,NULL,42996,Propria,15.00,N0uvOlNc-CpzQ,Education,D,NULL,0.14,1,0.06,INa67TaL-O1qE,0,5
Q5PwyheO-2wo9,30,51996,Hipotecada,5.00,YrI1iibr-DbQC,Personal,A,3200,0.07,0,0.06,InABTdMR-cA2T,0,5
2cWYZcJS-87w3,23,100000,Alugada,4.00,yei0Msql-xOaz,Education,B,4150,0.11,0,0.04,INEAWPcS-JU9f,0,4
wudEPH1x-5Hps,31,86000,Alugada,1.00,sXdrNq0I-qs14,Debtconsolidation,D,25000,0.16,1,0.29,iNFp7CBM-Rtk9,1,5
pEJy7Jf2-yCWe,43,97000,Hipotecada,0.00,KmuxdvJ5-j29C,Medical,B,14000,0.12,0,0.14,inH29OUt-jGDN,0,13
hpDfojk7-nckM,27,102500,Hipotecada,3.00,15z5a0S4-RiL0,Homeimprovement,B,8000,0.11,0,0.08,iNIECS60-NYuQ,0,6
WxlTNm0U-FehP,28,75000,Alugada,3.00,tRXSjOuU-ME4D,Education,B,7500,NULL,0,0.10,InjeXhFr-vtS0,0,6
trLvkMev-5sTP,22,30000,Hipotecada,0.00,2HS0xzhB-fT2q,Education,A,7000,0.07,0,0.23,InJUlXQO-jcQ0,0,3
GkRrBNbg-ivNl,21,42500,Alugada,3.00,BtcfZml6-s1mt,Education,C,25000,0.13,1,0.59,inKIHW3p-7kcR,1,3
ajwdNN6H-B2BW,33,26100,Alugada,16.00,RfoJciWL-2Syk,Personal,B,5000,0.11,0,0.19,INl5yASW-qdgv,0,6
htm5cfEh-fIsC,22,36000,Alugada,4.00,JsnlZldu-58oA,Education,C,10000,0.13,0,0.28,inLMgJMB-w6s0,1,4
JLAq8dlx-tu7t,27,90000,Hipotecada,8.00,AvrwUxDi-ooLm,Debtconsolidation,A,12000,0.07,0,0.13,inq4GkBo-RevJ,0,5
xIo4wYls-7HGW,26,119000,Hipotecada,6.00,8lNdkfYo-oQzQ,Venture,D,15000,0.14,0,0.13,INSAuaGN-xfoy,0,2
Ri7dkYYb-Ifgv,25,26780,Alugada,0.00,iZU8MNdg-nMBP,Debtconsolidation,B,6000,0.09,0,0.22,INwhpUnL-dKoc,0,4
ZdHznSDX-hszw,29,83300,Hipotecada,5.00,suqo97Qq-sGnd,Medical,E,5000,0.17,1,0.05,inYpTpdR-rfI3,1,6
7AezrqOq-1xY5,38,27600,Alugada,3.00,SdEpLfOQ-xxsA,Medical,D,5000,0.15,1,0.18,iNzAdlEW-rrti,1,16
mtAiOfCn-eGm6,45,75000,Hipotecada,7.00,Cz5a4JzZ-xOaz,Medical,C,10000,0.14,0,0.13,Io14Rf6Q-2cdC,0,17
WsePdzbL-uKZK,24,20800,Propria,0.00,Jxy9tXWa-aFf9,Personal,D,5000,0.16,0,0.24,io5DkBKU-FjYx,1,3
GOSgnKqh-wmq7,27,95000,Hipotecada,6.00,Zn3wCEK9-G6HJ,Personal,C,15000,0.13,0,0.16,IO9LKQQf-cqf1,0,9
dgaaLDXP-k6HY,35,46000,Alugada,4.00,6ur9vFCK-51M9,Personal,C,8800,0.14,0,0.19,IoD4torv-1C1z,0,7
ZPqeW2O7-h8Dt,23,70500,Propria,2.00,8Aya1uEL-tlna,Education,C,10500,0.14,0,0.15,IOeE3Q5E-YpBf,0,4
hEFnKSYU-Uyto,27,35000,Alugada,0.00,Lc7MBDmf-eNty,Medical,A,6400,0.08,0,0.18,iOeNSjR6-Y963,0,5
ISGMGdnk-cIpw,28,48000,Hipotecada,13.00,oKgqLjNh-v12U,Medical,C,5000,0.15,1,0.10,IOeyf32Y-sOGw,1,8
UsBamirs-v885,26,40720,Hipotecada,4.00,I4X1kOdt-MuxI,Personal,C,10000,0.13,0,0.25,IolW3i6g-kAqA,1,3
ZSDuRFy0-u7jl,24,NULL,Hipotecada,8.00,Ekp9E7M7-x7T1,Medical,D,4000,0.13,0,NULL,IolXYsXr-fbcB,0,15
vFduh5f9-Cgc3,24,50000,Hipotecada,5.00,NAYzzW5i-mdaM,Personal,D,22800,0.17,0,0.46,IoNXqYoN-Aj9x,0,2
NH9HSwbg-nzzX,27,70000,Hipotecada,4.00,m9txgkva-cOEH,Homeimprovement,D,8000,0.14,0,0.11,IOPISmfT-N2n5,0,7
60cbRYZu-0Zl6,26,53000,Hipotecada,3.00,l2mwdv09-yLKK,Homeimprovement,A,2800,0.06,0,0.05,IOrsawqP-FIuB,0,4
zLDXO3U3-qz6C,27,122880,Hipotecada,3.00,2x5QfuWv-jDEW,Venture,A,35000,0.08,0,0.28,IOs9SDjK-S0e5,0,5
sKfg94GW-rOkq,33,83000,Alugada,0.00,IckPo2MW-nYuD,Debtconsolidation,B,21000,0.12,1,0.25,iot0G9df-kBSW,0,7
3WsCDuY3-hbJY,28,148000,Hipotecada,0.00,EWjrw6Be-eLcj,Homeimprovement,D,15000,0.16,1,0.10,iOwpvAuY-RdMw,1,5
82iT83RK-pkwN,26,32496,Hipotecada,8.00,khzI56yP-nCHY,Debtconsolidation,D,4200,0.16,1,0.13,IOy6sgPv-rh96,0,3
O5qRgjzt-ueaH,25,42000,Alugada,2.00,MYzyII9d-zZJC,Medical,B,2000,0.09,0,0.05,IoZax1qJ-T4mQ,0,3
SLs75PnT-5scB,25,54000,Propria,5.00,gr1nuMqE-EUFb,Homeimprovement,B,8000,0.12,0,0.15,IOzGGBad-1qFp,0,3
3YZOWW7T-DcwW,24,75000,Alugada,4.00,Q91WXmW5-iafE,Homeimprovement,C,3000,NULL,0,0.04,IP1LSdMe-wOCZ,0,4
uGP7Rcny-48HQ,24,44000,Hipotecada,8.00,QzJPcDbj-BQvl,Debtconsolidation,A,10750,0.06,0,0.24,iP2yv6WO-gsZr,0,3
IF0TeThl-2fzO,22,48156,Hipotecada,6.00,4zAKYp0Y-uHIS,Debtconsolidation,A,3000,NULL,0,0.06,IP5bwMSE-hpcN,0,2
uQrmUldr-Aofs,32,68000,Hipotecada,1.00,pFxhTAos-pbPq,Medical,B,6100,0.10,0,0.09,ip7aWTHy-BDj4,0,7
otRq6S5M-3sL5,23,120000,Hipotecada,5.00,KBZ553jb-MjIj,Medical,B,6000,0.10,0,0.05,Ip7U5alP-rXcp,0,3
xWZcMO0v-adzY,37,40000,Hipotecada,13.00,e6HCe4oU-hE9w,Venture,A,17500,0.08,0,0.44,iPBGPhWi-A4Th,0,12
CKXGZgHZ-RtMm,24,70000,Alugada,4.00,vtESgAvX-fFNA,Venture,C,10000,0.12,0,0.14,iPDKDS0m-JYXJ,1,2
kJ7YbgS8-xFC9,36,50000,Alugada,4.00,NrqsWANp-LxPg,Personal,D,8000,0.17,0,0.16,IPEnxLNu-yS1L,1,14
SQD8gfMs-TuBg,43,50000,Hipotecada,11.00,OAn93Lwv-hBW9,Medical,A,11500,NULL,0,0.23,ipkfqU2S-aW4E,0,12
W5SURhYO-O3JP,26,21000,Alugada,3.00,AsO5ZzAy-otUL,Personal,A,5000,0.07,0,0.24,IpKvSjmy-ntwB,0,3
C9Tj4BGw-fHNO,22,60000,Hipotecada,7.00,d6j4DYZn-WQDr,Venture,C,7000,0.14,0,0.12,IPMEQYQo-8fih,1,3
WHxKPcUA-Mt7p,29,120000,Hipotecada,5.00,dhpBFdl8-3jyw,Debtconsolidation,A,14000,0.06,1,0.12,IPMQ8Bnj-rNHS,0,9
MwrrX8Wr-iBBY,25,48000,Alugada,8.00,nlnBuiSN-Bv3m,Medical,A,11000,0.08,0,0.23,Ippw4TAe-IKOq,0,4
cfcd4l2t-1ozx,24,47500,Hipotecada,3.00,X97SC8iH-eNIn,Medical,B,13750,0.12,0,0.29,Ipqcldiy-56uZ,0,4
Doq7JkEn-KFg5,48,83000,Alugada,2.00,5bn0dOUB-mcLe,Venture,B,12000,0.11,0,0.14,iPQN8akr-MANW,0,17
hbFECojD-iQxh,37,59000,Hipotecada,NULL,IUpnbYAO-RG47,Homeimprovement,B,10000,0.06,0,0.30,iprmjACm-pmW6,0,11
aoMZ73UC-EH70,23,29000,Propria,NULL,Z34pUPLR-wpEM,Medical,F,10000,0.19,1,0.34,ipTIlhDN-NMux,1,3
1jIakBfs-5b5r,22,33504,Alugada,3.00,hx8Zn5nc-eYzY,Personal,C,12000,0.14,1,0.36,IPurZZei-1egW,1,3
tXMHiW8C-bclS,24,100000,Alugada,5.00,Y49NtB1N-oKLT,Homeimprovement,B,16000,0.11,0,0.16,iPX7GhCU-9hGD,0,3
ggrmbJ9Y-5Acu,30,50000,Hipotecada,12.00,uxYU56x9-PHRJ,Debtconsolidation,C,8000,0.13,0,0.16,IPz4fsNQ-Msai,1,5
uGXnKBLp-sXtj,22,48000,Alugada,6.00,mI8M1Zda-EaBj,Debtconsolidation,A,16500,0.09,1,0.34,iQ3ZWJPf-InUs,0,3
J4s6ohaF-ETtx,27,35000,Alugada,9.00,kbHEm73O-jnne,Debtconsolidation,B,5000,0.11,0,0.14,iq4k80yL-xOBs,0,8
hqeOamqQ-Y2ix,27,32000,Alugada,0.00,rlrFInHI-vwjC,Debtconsolidation,B,15000,NULL,1,0.47,iQCgzAIp-1n69,0,7
7lyEE2mz-c8bS,36,29000,Hipotecada,5.00,i1gycN2x-oMX0,Education,A,4000,0.08,1,0.14,IQgEvZcj-LJHE,0,13
AvpUlHD0-CZcw,31,28000,Alugada,1.00,eyvZB1ho-FxFG,Medical,B,2600,0.10,0,0.09,iqhydGgE-tPmd,0,7
hQ5JnB5I-gzmh,24,60000,Hipotecada,8.00,FQg0cJlb-cU24,Venture,B,12000,0.10,0,0.20,IQhyIBgt-cUhj,0,4
y8p9IhYh-HWOZ,24,44000,Alugada,1.00,LjhCZI6K-fN9l,Venture,D,10000,NULL,1,0.23,iqNHAGy9-AK1P,1,3
0H3THHdF-3Wvb,22,58000,Propria,6.00,EcxS7pae-YOOK,Medical,B,20000,0.12,0,0.34,IQu4G9fA-Jqbj,0,4
IoDIdisE-pPpo,35,84000,Hipotecada,5.00,WuL3weWy-doHO,Debtconsolidation,C,15200,0.15,1,0.18,iQvNQkhF-C4GH,1,7
U1OrXarX-EfOY,26,123996,Hipotecada,10.00,zx0R2sXD-IJPv,Medical,A,2000,0.05,0,0.02,IqvX0I7W-0yY0,0,4
3qIZimQQ-YGaL,39,64000,Alugada,9.00,fPNSQGqR-fAen,Homeimprovement,C,4800,0.13,0,0.07,iqYKiFHa-4nxP,1,11
wSxgZHym-YzmQ,25,55344,Alugada,2.00,ZQX6nGZB-Aplc,Homeimprovement,B,18000,0.11,1,0.33,IQz7Qozp-nEMW,0,4
WiRlDDFb-9Q4i,39,48279,Propria,7.00,xXmBe2vZ-ds4x,Venture,C,4800,0.14,0,0.10,iR1KHQyn-Erzs,0,13
XA3iDwqk-vRFG,31,68000,Propria,8.00,C25KEtSy-SK9l,Venture,B,10000,NULL,0,0.15,IrCaSzOw-8hQ2,0,7
1cj2ZoP0-LxF7,22,30000,Alugada,2.00,ues49TGd-YQCZ,Debtconsolidation,D,5000,0.15,1,0.17,iRcBibEh-H1Wd,0,4
QLWwEMgh-iqRf,26,20004,Hipotecada,4.00,QKNifnPm-O9cn,Homeimprovement,B,3600,NULL,0,0.18,ircGg9r1-b1YI,0,2
qcWkLabY-dzwN,27,26000,Hipotecada,11.00,te4eTOf5-HceX,Medical,A,5000,0.09,0,0.19,irFn0uJE-TAfv,0,9
ZYPXx6JI-rubh,29,134000,Hipotecada,9.00,TZIORFG8-fRFd,Debtconsolidation,A,6000,0.06,0,0.04,iRFyDdeA-OKfl,0,8
dxXw9Ryl-QY7b,25,67675,Hipotecada,9.00,3d51ePPu-v42i,Medical,C,3000,0.14,0,0.04,iRKOptz0-LDjg,0,3
bMxUqde0-KE2g,31,NULL,Alugada,5.00,Marrs3sg-ew0N,Medical,,3975,0.11,0,0.11,iRKQyW7z-PkF1,0,7
N0Twr9CI-S8BB,65,133000,Hipotecada,2.00,iiJymx0k-T8Og,Debtconsolidation,E,18000,NULL,1,0.14,irNB8oGX-yzbM,0,25
h4l0l4FL-cKfI,24,68000,Alugada,3.00,Qs2UvmCe-YrJd,Personal,D,10000,0.16,0,0.15,IRoPBhoY-5hI4,1,2
GA9YFAE0-C3zx,23,75000,Alugada,6.00,cNCjeCRn-2ZEM,Education,A,15000,0.07,0,0.20,IrpC4BIh-XEp5,0,3
kRvYb16u-5HuF,29,98000,Hipotecada,2.00,fJaxT6BI-sa5p,Homeimprovement,B,7925,0.11,1,0.08,IrpgC8ul-y2EK,0,9
vxJJwCUX-RhhK,26,55000,Alugada,7.00,zYBPZbeH-FE8Z,Medical,A,10000,0.09,0,0.18,iRpXms2b-N9AR,0,3
NrbnTCn2-Sm1P,35,40800,Alugada,5.00,hUwoBvSe-L02u,Venture,A,5000,0.07,0,0.12,iRqPx5L9-4HiJ,0,5
OLmG33cD-xTi8,26,41000,Alugada,1.00,eEYpw17u-ow9M,Debtconsolidation,A,6600,0.08,0,0.16,IRrG7HRT-706z,0,2
yDqO4Dbf-z3Ir,24,45000,Hipotecada,6.00,7XcaKoYF-NssC,Homeimprovement,A,4075,0.05,0,0.09,IrrqSk31-5KYf,0,3
ffkDABC2-hAbS,22,61547,Propria,1.00,bL2509Ti-bFI1,Education,D,24250,0.15,0,0.39,irvgXUHI-qPSL,1,3
51TWPi3q-Wnnx,24,24000,Alugada,0.00,NAPjbRpd-REOS,Venture,D,7000,0.16,1,0.29,IRxedkPY-eT0d,0,4
nhAKKZLu-WWSw,36,110000,Hipotecada,9.00,RKQmfyxB-0Ri1,Homeimprovement,A,15000,0.10,0,0.14,IRXT6yLc-imux,0,15
krmMias0-Qfp4,24,13000,Alugada,4.00,Fvq7kLAH-RnIg,Personal,B,4000,0.10,1,0.31,irzSaGQW-EkTT,0,2
ulk1Ksv5-lSoJ,22,42000,Alugada,6.00,AICFPW2P-7n8K,Medical,D,25000,0.15,1,0.60,IS1B2GRp-poWK,1,2
tJQoo5hR-nqmF,32,54000,Alugada,2.00,13K0o2ZC-OdHa,Medical,A,5000,0.08,0,0.09,IS9n3yEM-0dol,0,7
42LtRtXE-rL0e,25,56950,Alugada,9.00,tpdTSCpY-Kz7M,Medical,C,5000,0.14,1,0.07,ISauZKeR-H4iW,0,4
0qN6ltA8-WS2c,27,59004,Alugada,3.00,WmkMH6uN-OKTD,Education,D,10000,0.16,0,0.17,iSFeA9L1-yC4f,1,6
XXTcIK7F-NWpZ,28,50000,Alugada,0.00,b84dU64A-pnld,Medical,C,8000,0.14,0,0.16,iShCHgiW-K8ce,0,9
HvSfUXlq-3eJJ,26,45000,Hipotecada,9.00,jpQKEyvn-bjv7,Venture,D,10000,0.17,0,0.22,iSJ1zGXS-fPY6,0,4
eijgMDfM-3YzX,31,180000,Propria,15.00,0EWWHmFp-5vLw,Education,B,10000,0.12,0,0.06,ISKlle38-Lqe4,0,7
BZ3NyNm3-0j9M,24,38001,Alugada,4.00,CK50SgA4-6edZ,Debtconsolidation,A,12000,0.06,1,0.32,iSMShc8G-ZWya,0,3
nHql2hX9-nrjW,25,NULL,Hipotecada,9.00,TmhiQ9ng-lgl1,Venture,D,12000,0.07,NULL,0.11,isOsW5yU-9gJw,0,13
XBKL2nrx-Jfx6,28,56700,Hipotecada,11.00,HH6qhyqI-4KRR,Venture,B,15000,0.12,0,0.26,IspbT3Si-I0io,0,7
ZpWDtXnq-ZtuG,25,24000,Alugada,3.00,tBWh7a2k-b03M,Education,A,5000,0.07,0,0.21,iSqA2P0j-6LRF,0,4
2b5EgzE7-BeM0,27,54000,Alugada,11.00,afFG58J1-kYyc,Venture,D,6000,0.15,0,0.11,IsSEbc4a-TA1h,1,5
GfkY0PuE-JpqD,29,142000,Propria,14.00,LEh8RdIl-wdZ7,Education,B,24250,0.11,0,0.17,IsSUXADx-EZSK,0,7
QPlOdYrI-HCjA,29,41700,Alugada,0.00,7wfnxeJH-cpui,Education,A,4500,NULL,0,0.11,istJXScp-87J4,0,6
R8LPOmFi-DKwg,24,42996,Alugada,5.00,EYzUEaIU-mxPg,Medical,A,5000,0.07,0,0.12,istTxQIc-gFro,0,4
GbQzDn2O-e1Uf,23,57996,Alugada,1.00,OWkSPSCh-augj,Medical,C,11650,0.13,0,0.20,IswKdxEH-dzhv,0,2
jcopjf4d-amm2,26,40100,Alugada,3.00,S9H4tog6-6JIf,Venture,D,6500,NULL,0,0.16,IsXO8Elj-0tTq,0,4
b4yfMTJS-ps7z,27,78000,Hipotecada,1.00,T1BsQPvk-9jcl,Venture,A,5125,0.09,0,0.07,isy1Pt1Y-28ez,0,8
DIAWb0dn-vAYY,22,66996,Hipotecada,6.00,Tt7pX2AA-K6eq,Education,B,6000,0.10,0,0.09,IT2ah8Xz-aWGn,0,3
SyiwvCY7-2Wig,36,45600,Hipotecada,8.00,rOXOqWOH-3wXo,Medical,A,18000,0.07,0,0.39,iT2F5c4O-hn6O,0,11
4wRaSHcL-jIK0,25,60000,Alugada,6.00,AaCsE9rD-Ye1w,Venture,B,2400,0.11,0,0.04,iT2liaf9-IcDW,0,3
s8qSdnj8-SHWS,37,60000,Hipotecada,4.00,YqBK62yv-Y6SB,Debtconsolidation,C,12000,0.13,0,0.20,iT3DsJke-i8Rq,0,15
Flzl9OBv-iMba,30,32004,Alugada,1.00,kSI6SP5D-r1No,Personal,B,24250,0.11,1,0.76,iTAiNLkT-QEgx,0,5
eLO0F284-Zfb4,30,45000,Alugada,4.00,2ofnp0UN-FjNK,Venture,D,10000,0.13,0,0.22,ItcZeKnN-SaYG,0,9
qoQcrG2J-SeJW,25,130000,Alugada,7.00,DU3lf87z-tfBp,Homeimprovement,A,10000,0.07,0,0.08,iTEZpnDU-zg23,0,2
ePlTJwtF-Jijd,33,85000,Hipotecada,0.00,SiAzMik3-pDaF,Debtconsolidation,C,5000,0.14,0,0.06,ItFrcpZq-Z9n1,1,7
c9OK3PgA-EkJh,21,39600,Propria,5.00,vKFgL54I-a8LN,Personal,A,3500,0.07,0,0.09,ITIe3DvG-epBA,0,3
Zam1iyMZ-7YdN,26,87000,Alugada,6.00,7xfNU84k-Z5BK,Medical,A,15000,0.06,0,0.17,itiG08sr-KJxB,0,2
yv224BlI-k5r8,34,120000,Hipotecada,2.00,Db6hraeX-v7w6,Education,B,4200,0.13,0,0.04,iTKQnKQ6-k7Xp,0,6
TcF9IzID-uY4v,23,92000,Hipotecada,7.00,e23nNxbf-Cf3C,Venture,E,7500,0.12,NULL,NULL,ITKRkuwN-xffZ,0,4
uTswgg8d-xYDK,33,85000,Alugada,11.00,96fptzyE-8g6f,Education,A,5000,0.08,0,0.06,itl9KCDx-YgYH,0,8
3hMUjhNf-rRjB,23,36000,Hipotecada,7.00,DpkDQIBG-9pHN,Personal,A,7200,0.05,0,0.20,itOmR76S-1uOd,0,2
g4H1IwIz-FGrm,31,38000,Hipotecada,2.00,83uf9kko-cPpz,Medical,B,2000,0.11,0,0.05,iToNASkf-WXMb,0,8
J7im6qB5-nHvZ,27,52656,NULL,NULL,yZUOURrv-8Qzq,Venture,B,10000,0.10,0,0.14,itQ8aN7C-3Z1x,0,2
DKPY1oGk-p6ku,23,124800,Hipotecada,4.00,Xizkscuu-YnMZ,Medical,B,28000,NULL,0,0.22,itqCEDGU-G2OD,0,2
eBSEug8a-yLZw,22,30000,Propria,NULL,DfoPyEC9-xlWf,Medical,C,7000,0.14,0,0.23,itQDWjoR-tIZ2,1,2
zSqUGun4-2iYQ,23,35000,Hipotecada,7.00,rQSNxTXQ-19nM,Education,C,5000,0.13,1,0.14,ITuc6uvJ-7J4c,1,3
ICUaH8FA-YeOi,27,52000,Hipotecada,5.00,K5mKzdoI-dKmr,Personal,A,10000,0.07,0,0.19,ITx7QIBy-IFKT,0,7
kJNMjstP-1DRr,25,81600,Hipotecada,10.00,9wEZSWpw-ha8P,Homeimprovement,B,20000,0.12,0,0.25,iU94j4EM-ma5m,0,2
uMELej3K-KRT0,33,96000,Hipotecada,0.00,9EAkkgLz-6PHv,Debtconsolidation,C,8000,0.14,0,0.08,Iubhbpbf-kwyP,0,5
4509mC5r-imIc,26,73440,Propria,1.00,BI1dp08v-1Eyb,Personal,B,35000,0.10,0,0.48,iUdejceM-x3R1,0,2
dQ7OIswo-9R1L,30,54000,Alugada,2.00,04z2S1YS-WwJn,Homeimprovement,E,5000,0.15,1,0.09,IUel1Mih-Rtot,0,7
zJX5vRar-8m67,34,35316,Alugada,5.00,NfNEdLij-l5KI,Medical,D,7200,0.15,1,0.20,iuEYG43e-1ols,0,10
aWqqFHac-iQ8f,25,33000,Alugada,5.00,sMR0cN1X-vgS6,Venture,B,1500,0.11,0,0.05,IUfsaPBM-YzPd,0,4
WGu5KblG-MrKf,27,87000,Alugada,3.00,uGgnXMoC-JUM3,Homeimprovement,A,20000,0.07,0,0.23,iujCxakt-CmrM,0,8
